ts,service,run_idx,phase,latency_ms,ok,meta_json
1782939571501,untrusted-client-2,1,id_honest_baseline,1.594,True,"{""voter_id"": 209566}"
1782939571534,untrusted-client-2,2,checkin_honest_baseline,1.240,True,"{""voter_id"": 209566}"
1782939572752,untrusted-client-2,1,id_honest_baseline,1.261,True,"{""voter_id"": 341853}"
1782939572787,untrusted-client-2,2,checkin_honest_baseline,2.358,True,"{""voter_id"": 341853}"
1782939574008,untrusted-client-2,1,id_honest_baseline,1.443,True,"{""voter_id"": 271120}"
1782939574041,untrusted-client-2,2,checkin_honest_baseline,1.559,True,"{""voter_id"": 271120}"
1782939575264,untrusted-client-2,1,id_honest_baseline,1.836,True,"{""voter_id"": 167638}"
1782939575297,untrusted-client-2,2,checkin_honest_baseline,1.715,True,"{""voter_id"": 167638}"
1782939576517,untrusted-client-2,1,id_honest_baseline,1.646,True,"{""voter_id"": 289923}"
1782939576551,untrusted-client-2,2,checkin_honest_baseline,1.409,True,"{""voter_id"": 289923}"
1782939577780,untrusted-client-2,1,id_honest_baseline,1.609,True,"{""voter_id"": 281741}"
1782939577813,untrusted-client-2,2,checkin_honest_baseline,1.324,True,"{""voter_id"": 281741}"
1782939579022,untrusted-client-2,1,id_honest_baseline,1.416,True,"{""voter_id"": 150093}"
1782939579055,untrusted-client-2,2,checkin_honest_baseline,1.538,True,"{""voter_id"": 150093}"
1782939580275,untrusted-client-2,1,id_honest_baseline,1.583,True,"{""voter_id"": 204813}"
1782939580308,untrusted-client-2,2,checkin_honest_baseline,1.445,True,"{""voter_id"": 204813}"
1782939581519,untrusted-client-2,1,id_honest_baseline,1.376,True,"{""voter_id"": 150626}"
1782939581553,untrusted-client-2,2,checkin_honest_baseline,1.902,True,"{""voter_id"": 150626}"
1782939582763,untrusted-client-2,1,id_honest_baseline,1.391,True,"{""voter_id"": 276052}"
1782939582796,untrusted-client-2,2,checkin_honest_baseline,1.462,True,"{""voter_id"": 276052}"
1782939584014,untrusted-client-2,1,id_honest_baseline,1.866,True,"{""voter_id"": 135336}"
1782939584048,untrusted-client-2,2,checkin_honest_baseline,1.598,True,"{""voter_id"": 135336}"
1782939585258,untrusted-client-2,1,id_honest_baseline,1.553,True,"{""voter_id"": 252690}"
1782939585290,untrusted-client-2,2,checkin_honest_baseline,1.465,True,"{""voter_id"": 252690}"
1782939586495,untrusted-client-2,1,id_honest_baseline,1.154,True,"{""voter_id"": 209568}"
1782939586528,untrusted-client-2,2,checkin_honest_baseline,1.299,True,"{""voter_id"": 209568}"
1782939587744,untrusted-client-2,1,id_honest_baseline,2.096,True,"{""voter_id"": 227135}"
1782939587777,untrusted-client-2,2,checkin_honest_baseline,1.194,True,"{""voter_id"": 227135}"
1782939588989,untrusted-client-2,1,id_honest_baseline,1.884,True,"{""voter_id"": 305340}"
1782939589023,untrusted-client-2,2,checkin_honest_baseline,1.130,True,"{""voter_id"": 305340}"
1782939590247,untrusted-client-2,1,id_honest_baseline,1.539,True,"{""voter_id"": 100524}"
1782939590283,untrusted-client-2,2,checkin_honest_baseline,1.310,True,"{""voter_id"": 100524}"
1782939591498,untrusted-client-2,1,id_honest_baseline,1.887,True,"{""voter_id"": 287227}"
1782939591532,untrusted-client-2,2,checkin_honest_baseline,1.292,True,"{""voter_id"": 287227}"
1782939592761,untrusted-client-2,1,id_honest_baseline,1.384,True,"{""voter_id"": 234963}"
1782939592794,untrusted-client-2,2,checkin_honest_baseline,1.139,True,"{""voter_id"": 234963}"
1782939594006,untrusted-client-2,1,id_honest_baseline,1.733,True,"{""voter_id"": 161476}"
1782939594039,untrusted-client-2,2,checkin_honest_baseline,1.192,True,"{""voter_id"": 161476}"
1782939595243,untrusted-client-2,1,id_honest_baseline,1.515,True,"{""voter_id"": 113833}"
1782939595276,untrusted-client-2,2,checkin_honest_baseline,1.210,True,"{""voter_id"": 113833}"
1782939596481,untrusted-client-2,1,id_honest_baseline,1.489,True,"{""voter_id"": 229914}"
1782939596516,untrusted-client-2,2,checkin_honest_baseline,1.150,True,"{""voter_id"": 229914}"
1782939597725,untrusted-client-2,1,id_honest_baseline,1.828,True,"{""voter_id"": 253699}"
1782939597759,untrusted-client-2,2,checkin_honest_baseline,2.141,True,"{""voter_id"": 253699}"
1782939598974,untrusted-client-2,1,id_honest_baseline,1.834,True,"{""voter_id"": 112835}"
1782939599011,untrusted-client-2,2,checkin_honest_baseline,1.423,True,"{""voter_id"": 112835}"
1782939600221,untrusted-client-2,1,id_honest_baseline,1.246,True,"{""voter_id"": 278797}"
1782939600254,untrusted-client-2,2,checkin_honest_baseline,1.063,True,"{""voter_id"": 278797}"
1782939601477,untrusted-client-2,1,id_honest_baseline,1.543,True,"{""voter_id"": 292788}"
1782939601512,untrusted-client-2,2,checkin_honest_baseline,1.620,True,"{""voter_id"": 292788}"
1782939602729,untrusted-client-2,1,id_honest_baseline,1.427,True,"{""voter_id"": 113509}"
1782939602761,untrusted-client-2,2,checkin_honest_baseline,1.341,True,"{""voter_id"": 113509}"
1782939603984,untrusted-client-2,1,id_honest_baseline,2.708,True,"{""voter_id"": 106206}"
1782939604016,untrusted-client-2,2,checkin_honest_baseline,1.353,True,"{""voter_id"": 106206}"
1782939605226,untrusted-client-2,1,id_honest_baseline,1.222,True,"{""voter_id"": 159917}"
1782939605259,untrusted-client-2,2,checkin_honest_baseline,1.192,True,"{""voter_id"": 159917}"
1782939606470,untrusted-client-2,1,id_honest_baseline,1.825,True,"{""voter_id"": 115022}"
1782939606503,untrusted-client-2,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 115022}"
1782939607720,untrusted-client-2,1,id_honest_baseline,2.003,True,"{""voter_id"": 144577}"
1782939607752,untrusted-client-2,2,checkin_honest_baseline,1.367,True,"{""voter_id"": 144577}"
1782939608963,untrusted-client-2,1,id_honest_baseline,1.494,True,"{""voter_id"": 186194}"
1782939608995,untrusted-client-2,2,checkin_honest_baseline,1.354,True,"{""voter_id"": 186194}"
1782939610204,untrusted-client-2,1,id_honest_baseline,1.806,True,"{""voter_id"": 257142}"
1782939610237,untrusted-client-2,2,checkin_honest_baseline,1.375,True,"{""voter_id"": 257142}"
1782939611455,untrusted-client-2,1,id_honest_baseline,1.312,True,"{""voter_id"": 226397}"
1782939611488,untrusted-client-2,2,checkin_honest_baseline,1.386,True,"{""voter_id"": 226397}"
1782939612709,untrusted-client-2,1,id_honest_baseline,2.282,True,"{""voter_id"": 223007}"
1782939612745,untrusted-client-2,2,checkin_honest_baseline,1.469,True,"{""voter_id"": 223007}"
1782939613967,untrusted-client-2,1,id_honest_baseline,1.954,True,"{""voter_id"": 207905}"
1782939613999,untrusted-client-2,2,checkin_honest_baseline,1.230,True,"{""voter_id"": 207905}"
1782939615218,untrusted-client-2,1,id_honest_baseline,1.861,True,"{""voter_id"": 105507}"
1782939615250,untrusted-client-2,2,checkin_honest_baseline,1.411,True,"{""voter_id"": 105507}"
1782939616461,untrusted-client-2,1,id_honest_baseline,1.338,True,"{""voter_id"": 112297}"
1782939616494,untrusted-client-2,2,checkin_honest_baseline,1.611,True,"{""voter_id"": 112297}"
1782939617712,untrusted-client-2,1,id_honest_baseline,1.446,True,"{""voter_id"": 159315}"
1782939617745,untrusted-client-2,2,checkin_honest_baseline,1.608,True,"{""voter_id"": 159315}"
1782939618960,untrusted-client-2,1,id_honest_baseline,1.474,True,"{""voter_id"": 237097}"
1782939618992,untrusted-client-2,2,checkin_honest_baseline,1.471,True,"{""voter_id"": 237097}"
1782939620205,untrusted-client-2,1,id_honest_baseline,1.422,True,"{""voter_id"": 157955}"
1782939620237,untrusted-client-2,2,checkin_honest_baseline,1.402,True,"{""voter_id"": 157955}"
1782939621446,untrusted-client-2,1,id_honest_baseline,2.162,True,"{""voter_id"": 118404}"
1782939621480,untrusted-client-2,2,checkin_honest_baseline,1.654,True,"{""voter_id"": 118404}"
1782939622691,untrusted-client-2,1,id_honest_baseline,1.241,True,"{""voter_id"": 187221}"
1782939622722,untrusted-client-2,2,checkin_honest_baseline,1.401,True,"{""voter_id"": 187221}"
1782939623928,untrusted-client-2,1,id_honest_baseline,1.390,True,"{""voter_id"": 104788}"
1782939623960,untrusted-client-2,2,checkin_honest_baseline,1.432,True,"{""voter_id"": 104788}"
1782939625167,untrusted-client-2,1,id_honest_baseline,1.475,True,"{""voter_id"": 308410}"
1782939625200,untrusted-client-2,2,checkin_honest_baseline,1.424,True,"{""voter_id"": 308410}"
1782939626407,untrusted-client-2,1,id_honest_baseline,1.574,True,"{""voter_id"": 114660}"
1782939626441,untrusted-client-2,2,checkin_honest_baseline,2.286,True,"{""voter_id"": 114660}"
1782939627646,untrusted-client-2,1,id_honest_baseline,1.197,True,"{""voter_id"": 327771}"
1782939627679,untrusted-client-2,2,checkin_honest_baseline,1.280,True,"{""voter_id"": 327771}"
1782939628884,untrusted-client-2,1,id_honest_baseline,2.052,True,"{""voter_id"": 263210}"
1782939628918,untrusted-client-2,2,checkin_honest_baseline,1.229,True,"{""voter_id"": 263210}"
1782939630129,untrusted-client-2,1,id_honest_baseline,1.175,True,"{""voter_id"": 287229}"
1782939630161,untrusted-client-2,2,checkin_honest_baseline,1.467,True,"{""voter_id"": 287229}"
1782939631368,untrusted-client-2,1,id_honest_baseline,1.268,True,"{""voter_id"": 193234}"
1782939631402,untrusted-client-2,2,checkin_honest_baseline,1.442,True,"{""voter_id"": 193234}"
1782939516966,untrusted-client-4,1,id_honest_baseline,1.540,True,"{""voter_id"": 229912}"
1782939517000,untrusted-client-4,2,checkin_honest_baseline,2.208,True,"{""voter_id"": 229912}"
1782939518235,untrusted-client-4,1,id_honest_baseline,1.646,True,"{""voter_id"": 231034}"
1782939518268,untrusted-client-4,2,checkin_honest_baseline,1.278,True,"{""voter_id"": 231034}"
1782939519502,untrusted-client-4,1,id_honest_baseline,1.820,True,"{""voter_id"": 170106}"
1782939519534,untrusted-client-4,2,checkin_honest_baseline,1.081,True,"{""voter_id"": 170106}"
1782939520757,untrusted-client-4,1,id_honest_baseline,1.622,True,"{""voter_id"": 210420}"
1782939520789,untrusted-client-4,2,checkin_honest_baseline,1.973,True,"{""voter_id"": 210420}"
1782939522022,untrusted-client-4,1,id_honest_baseline,1.337,True,"{""voter_id"": 250959}"
1782939522055,untrusted-client-4,2,checkin_honest_baseline,1.623,True,"{""voter_id"": 250959}"
1782939523283,untrusted-client-4,1,id_honest_baseline,1.707,True,"{""voter_id"": 334895}"
1782939523316,untrusted-client-4,2,checkin_honest_baseline,1.312,True,"{""voter_id"": 334895}"
1782939524557,untrusted-client-4,1,id_honest_baseline,2.622,True,"{""voter_id"": 135904}"
1782939524592,untrusted-client-4,2,checkin_honest_baseline,2.752,True,"{""voter_id"": 135904}"
1782939525820,untrusted-client-4,1,id_honest_baseline,1.591,True,"{""voter_id"": 126340}"
1782939525853,untrusted-client-4,2,checkin_honest_baseline,1.281,True,"{""voter_id"": 126340}"
1782939527089,untrusted-client-4,1,id_honest_baseline,2.585,True,"{""voter_id"": 278454}"
1782939527120,untrusted-client-4,2,checkin_honest_baseline,1.379,True,"{""voter_id"": 278454}"
1782939528359,untrusted-client-4,1,id_honest_baseline,1.939,True,"{""voter_id"": 119950}"
1782939528393,untrusted-client-4,2,checkin_honest_baseline,1.506,True,"{""voter_id"": 119950}"
1782939529619,untrusted-client-4,1,id_honest_baseline,1.347,True,"{""voter_id"": 195523}"
1782939529650,untrusted-client-4,2,checkin_honest_baseline,1.257,True,"{""voter_id"": 195523}"
1782939530887,untrusted-client-4,1,id_honest_baseline,1.595,True,"{""voter_id"": 225383}"
1782939530923,untrusted-client-4,2,checkin_honest_baseline,2.113,True,"{""voter_id"": 225383}"
1782939532153,untrusted-client-4,1,id_honest_baseline,1.440,True,"{""voter_id"": 338751}"
1782939532188,untrusted-client-4,2,checkin_honest_baseline,1.915,True,"{""voter_id"": 338751}"
1782939533433,untrusted-client-4,1,id_honest_baseline,1.314,True,"{""voter_id"": 311533}"
1782939533468,untrusted-client-4,2,checkin_honest_baseline,1.357,True,"{""voter_id"": 311533}"
1782939534709,untrusted-client-4,1,id_honest_baseline,1.466,True,"{""voter_id"": 202146}"
1782939534742,untrusted-client-4,2,checkin_honest_baseline,1.440,True,"{""voter_id"": 202146}"
1782939535985,untrusted-client-4,1,id_honest_baseline,1.280,True,"{""voter_id"": 114557}"
1782939536017,untrusted-client-4,2,checkin_honest_baseline,1.037,True,"{""voter_id"": 114557}"
1782939537251,untrusted-client-4,1,id_honest_baseline,1.309,True,"{""voter_id"": 137434}"
1782939537284,untrusted-client-4,2,checkin_honest_baseline,1.411,True,"{""voter_id"": 137434}"
1782939538524,untrusted-client-4,1,id_honest_baseline,1.321,True,"{""voter_id"": 168511}"
1782939538557,untrusted-client-4,2,checkin_honest_baseline,1.737,True,"{""voter_id"": 168511}"
1782939539794,untrusted-client-4,1,id_honest_baseline,1.515,True,"{""voter_id"": 103052}"
1782939539828,untrusted-client-4,2,checkin_honest_baseline,1.428,True,"{""voter_id"": 103052}"
1782939541067,untrusted-client-4,1,id_honest_baseline,1.485,True,"{""voter_id"": 204258}"
1782939541100,untrusted-client-4,2,checkin_honest_baseline,1.208,True,"{""voter_id"": 204258}"
1782939542349,untrusted-client-4,1,id_honest_baseline,1.934,True,"{""voter_id"": 184809}"
1782939542382,untrusted-client-4,2,checkin_honest_baseline,1.287,True,"{""voter_id"": 184809}"
1782939543618,untrusted-client-4,1,id_honest_baseline,1.417,True,"{""voter_id"": 106671}"
1782939543651,untrusted-client-4,2,checkin_honest_baseline,1.701,True,"{""voter_id"": 106671}"
1782939544893,untrusted-client-4,1,id_honest_baseline,1.553,True,"{""voter_id"": 216509}"
1782939544926,untrusted-client-4,2,checkin_honest_baseline,1.592,True,"{""voter_id"": 216509}"
1782939546153,untrusted-client-4,1,id_honest_baseline,2.191,True,"{""voter_id"": 269124}"
1782939546187,untrusted-client-4,2,checkin_honest_baseline,1.314,True,"{""voter_id"": 269124}"
1782939547431,untrusted-client-4,1,id_honest_baseline,1.665,True,"{""voter_id"": 243804}"
1782939547465,untrusted-client-4,2,checkin_honest_baseline,1.382,True,"{""voter_id"": 243804}"
1782939548708,untrusted-client-4,1,id_honest_baseline,1.860,True,"{""voter_id"": 317342}"
1782939548744,untrusted-client-4,2,checkin_honest_baseline,1.737,True,"{""voter_id"": 317342}"
1782939549992,untrusted-client-4,1,id_honest_baseline,1.345,True,"{""voter_id"": 298432}"
1782939550026,untrusted-client-4,2,checkin_honest_baseline,1.775,True,"{""voter_id"": 298432}"
1782939551267,untrusted-client-4,1,id_honest_baseline,1.603,True,"{""voter_id"": 256703}"
1782939551304,untrusted-client-4,2,checkin_honest_baseline,1.333,True,"{""voter_id"": 256703}"
1782939552547,untrusted-client-4,1,id_honest_baseline,1.668,True,"{""voter_id"": 335452}"
1782939552582,untrusted-client-4,2,checkin_honest_baseline,1.377,True,"{""voter_id"": 335452}"
1782939553833,untrusted-client-4,1,id_honest_baseline,1.395,True,"{""voter_id"": 219553}"
1782939553870,untrusted-client-4,2,checkin_honest_baseline,1.454,True,"{""voter_id"": 219553}"
1782939555102,untrusted-client-4,1,id_honest_baseline,1.462,True,"{""voter_id"": 291895}"
1782939555136,untrusted-client-4,2,checkin_honest_baseline,1.289,True,"{""voter_id"": 291895}"
1782939556368,untrusted-client-4,1,id_honest_baseline,2.781,True,"{""voter_id"": 192287}"
1782939556401,untrusted-client-4,2,checkin_honest_baseline,1.189,True,"{""voter_id"": 192287}"
1782939557634,untrusted-client-4,1,id_honest_baseline,1.609,True,"{""voter_id"": 143620}"
1782939557670,untrusted-client-4,2,checkin_honest_baseline,1.342,True,"{""voter_id"": 143620}"
1782939558902,untrusted-client-4,1,id_honest_baseline,1.483,True,"{""voter_id"": 212177}"
1782939558935,untrusted-client-4,2,checkin_honest_baseline,1.396,True,"{""voter_id"": 212177}"
1782939560162,untrusted-client-4,1,id_honest_baseline,1.898,True,"{""voter_id"": 305844}"
1782939560196,untrusted-client-4,2,checkin_honest_baseline,1.148,True,"{""voter_id"": 305844}"
1782939561429,untrusted-client-4,1,id_honest_baseline,1.443,True,"{""voter_id"": 237765}"
1782939561463,untrusted-client-4,2,checkin_honest_baseline,1.488,True,"{""voter_id"": 237765}"
1782939562702,untrusted-client-4,1,id_honest_baseline,1.675,True,"{""voter_id"": 131269}"
1782939562735,untrusted-client-4,2,checkin_honest_baseline,1.789,True,"{""voter_id"": 131269}"
1782939563960,untrusted-client-4,1,id_honest_baseline,1.748,True,"{""voter_id"": 278458}"
1782939563994,untrusted-client-4,2,checkin_honest_baseline,1.521,True,"{""voter_id"": 278458}"
1782939565217,untrusted-client-4,1,id_honest_baseline,1.418,True,"{""voter_id"": 218114}"
1782939565252,untrusted-client-4,2,checkin_honest_baseline,1.462,True,"{""voter_id"": 218114}"
1782939566480,untrusted-client-4,1,id_honest_baseline,1.614,True,"{""voter_id"": 242050}"
1782939566514,untrusted-client-4,2,checkin_honest_baseline,1.387,True,"{""voter_id"": 242050}"
1782939567745,untrusted-client-4,1,id_honest_baseline,1.499,True,"{""voter_id"": 114557}"
1782939567779,untrusted-client-4,2,checkin_honest_baseline,1.382,True,"{""voter_id"": 114557}"
1782939569018,untrusted-client-4,1,id_honest_baseline,1.668,True,"{""voter_id"": 249103}"
1782939569052,untrusted-client-4,2,checkin_honest_baseline,1.772,True,"{""voter_id"": 249103}"
1782939570289,untrusted-client-4,1,id_honest_baseline,1.719,True,"{""voter_id"": 278051}"
1782939570324,untrusted-client-4,2,checkin_honest_baseline,1.444,True,"{""voter_id"": 278051}"
1782939571561,untrusted-client-4,1,id_honest_baseline,1.723,True,"{""voter_id"": 191488}"
1782939571596,untrusted-client-4,2,checkin_honest_baseline,1.382,True,"{""voter_id"": 191488}"
1782939572829,untrusted-client-4,1,id_honest_baseline,1.602,True,"{""voter_id"": 182880}"
1782939572863,untrusted-client-4,2,checkin_honest_baseline,1.350,True,"{""voter_id"": 182880}"
1782939574097,untrusted-client-4,1,id_honest_baseline,1.508,True,"{""voter_id"": 313517}"
1782939574128,untrusted-client-4,2,checkin_honest_baseline,1.372,True,"{""voter_id"": 313517}"
1782939575368,untrusted-client-4,1,id_honest_baseline,1.670,True,"{""voter_id"": 302222}"
1782939575401,untrusted-client-4,2,checkin_honest_baseline,1.459,True,"{""voter_id"": 302222}"
1782939576629,untrusted-client-4,1,id_honest_baseline,2.038,True,"{""voter_id"": 240999}"
1782939576664,untrusted-client-4,2,checkin_honest_baseline,1.659,True,"{""voter_id"": 240999}"
1782939577892,untrusted-client-4,1,id_honest_baseline,1.553,True,"{""voter_id"": 212581}"
1782939577925,untrusted-client-4,2,checkin_honest_baseline,1.538,True,"{""voter_id"": 212581}"
1782939579150,untrusted-client-4,1,id_honest_baseline,1.726,True,"{""voter_id"": 161919}"
1782939579184,untrusted-client-4,2,checkin_honest_baseline,1.232,True,"{""voter_id"": 161919}"
1782939580418,untrusted-client-4,1,id_honest_baseline,1.596,True,"{""voter_id"": 277406}"
1782939580452,untrusted-client-4,2,checkin_honest_baseline,1.612,True,"{""voter_id"": 277406}"
1782939581675,untrusted-client-4,1,id_honest_baseline,1.729,True,"{""voter_id"": 320193}"
1782939581708,untrusted-client-4,2,checkin_honest_baseline,1.527,True,"{""voter_id"": 320193}"
1782939582940,untrusted-client-4,1,id_honest_baseline,1.653,True,"{""voter_id"": 137433}"
1782939582974,untrusted-client-4,2,checkin_honest_baseline,1.524,True,"{""voter_id"": 137433}"
1782939584202,untrusted-client-4,1,id_honest_baseline,1.669,True,"{""voter_id"": 123515}"
1782939584234,untrusted-client-4,2,checkin_honest_baseline,1.240,True,"{""voter_id"": 123515}"
1782939585441,untrusted-client-4,1,id_honest_baseline,1.425,True,"{""voter_id"": 306662}"
1782939585473,untrusted-client-4,2,checkin_honest_baseline,1.423,True,"{""voter_id"": 306662}"
1782939586685,untrusted-client-4,1,id_honest_baseline,1.509,True,"{""voter_id"": 179332}"
1782939586718,untrusted-client-4,2,checkin_honest_baseline,1.458,True,"{""voter_id"": 179332}"
1782939587930,untrusted-client-4,1,id_honest_baseline,1.608,True,"{""voter_id"": 149240}"
1782939587963,untrusted-client-4,2,checkin_honest_baseline,1.785,True,"{""voter_id"": 149240}"
1782939589169,untrusted-client-4,1,id_honest_baseline,1.491,True,"{""voter_id"": 241955}"
1782939589201,untrusted-client-4,2,checkin_honest_baseline,1.320,True,"{""voter_id"": 241955}"
1782939590419,untrusted-client-4,1,id_honest_baseline,1.280,True,"{""voter_id"": 284511}"
1782939590452,untrusted-client-4,2,checkin_honest_baseline,1.273,True,"{""voter_id"": 284511}"
1782939591663,untrusted-client-4,1,id_honest_baseline,2.019,True,"{""voter_id"": 179833}"
1782939591696,untrusted-client-4,2,checkin_honest_baseline,1.077,True,"{""voter_id"": 179833}"
1782939592917,untrusted-client-4,1,id_honest_baseline,1.435,True,"{""voter_id"": 280800}"
1782939592949,untrusted-client-4,2,checkin_honest_baseline,1.423,True,"{""voter_id"": 280800}"
1782939594166,untrusted-client-4,1,id_honest_baseline,1.267,True,"{""voter_id"": 134700}"
1782939594198,untrusted-client-4,2,checkin_honest_baseline,1.597,True,"{""voter_id"": 134700}"
1782939595407,untrusted-client-4,1,id_honest_baseline,1.479,True,"{""voter_id"": 280711}"
1782939595439,untrusted-client-4,2,checkin_honest_baseline,1.685,True,"{""voter_id"": 280711}"
1782939596647,untrusted-client-4,1,id_honest_baseline,1.411,True,"{""voter_id"": 256955}"
1782939596678,untrusted-client-4,2,checkin_honest_baseline,1.373,True,"{""voter_id"": 256955}"
1782939597889,untrusted-client-4,1,id_honest_baseline,1.883,True,"{""voter_id"": 147859}"
1782939597921,untrusted-client-4,2,checkin_honest_baseline,1.539,True,"{""voter_id"": 147859}"
1782939599134,untrusted-client-4,1,id_honest_baseline,1.439,True,"{""voter_id"": 188051}"
1782939599165,untrusted-client-4,2,checkin_honest_baseline,1.384,True,"{""voter_id"": 188051}"
1782939600378,untrusted-client-4,1,id_honest_baseline,1.648,True,"{""voter_id"": 212178}"
1782939600411,untrusted-client-4,2,checkin_honest_baseline,1.325,True,"{""voter_id"": 212178}"
1782939601630,untrusted-client-4,1,id_honest_baseline,1.453,True,"{""voter_id"": 244316}"
1782939601662,untrusted-client-4,2,checkin_honest_baseline,1.357,True,"{""voter_id"": 244316}"
1782939602877,untrusted-client-4,1,id_honest_baseline,1.957,True,"{""voter_id"": 314634}"
1782939602909,untrusted-client-4,2,checkin_honest_baseline,1.376,True,"{""voter_id"": 314634}"
1782939604122,untrusted-client-4,1,id_honest_baseline,2.220,True,"{""voter_id"": 325992}"
1782939604154,untrusted-client-4,2,checkin_honest_baseline,1.306,True,"{""voter_id"": 325992}"
1782939605369,untrusted-client-4,1,id_honest_baseline,1.410,True,"{""voter_id"": 264840}"
1782939605401,untrusted-client-4,2,checkin_honest_baseline,1.659,True,"{""voter_id"": 264840}"
1782939606611,untrusted-client-4,1,id_honest_baseline,1.411,True,"{""voter_id"": 242482}"
1782939606642,untrusted-client-4,2,checkin_honest_baseline,1.710,True,"{""voter_id"": 242482}"
1782939607852,untrusted-client-4,1,id_honest_baseline,1.686,True,"{""voter_id"": 269234}"
1782939607884,untrusted-client-4,2,checkin_honest_baseline,1.678,True,"{""voter_id"": 269234}"
1782939609095,untrusted-client-4,1,id_honest_baseline,1.568,True,"{""voter_id"": 194844}"
1782939609125,untrusted-client-4,2,checkin_honest_baseline,1.444,True,"{""voter_id"": 194844}"
1782939610338,untrusted-client-4,1,id_honest_baseline,1.602,True,"{""voter_id"": 165468}"
1782939610370,untrusted-client-4,2,checkin_honest_baseline,1.417,True,"{""voter_id"": 165468}"
1782939611586,untrusted-client-4,1,id_honest_baseline,1.412,True,"{""voter_id"": 125312}"
1782939611617,untrusted-client-4,2,checkin_honest_baseline,1.021,True,"{""voter_id"": 125312}"
1782939612836,untrusted-client-4,1,id_honest_baseline,1.459,True,"{""voter_id"": 265919}"
1782939612868,untrusted-client-4,2,checkin_honest_baseline,1.409,True,"{""voter_id"": 265919}"
1782939614081,untrusted-client-4,1,id_honest_baseline,1.648,True,"{""voter_id"": 345088}"
1782939614114,untrusted-client-4,2,checkin_honest_baseline,1.407,True,"{""voter_id"": 345088}"
1782939615338,untrusted-client-4,1,id_honest_baseline,1.932,True,"{""voter_id"": 333129}"
1782939615369,untrusted-client-4,2,checkin_honest_baseline,1.283,True,"{""voter_id"": 333129}"
1782939616586,untrusted-client-4,1,id_honest_baseline,1.412,True,"{""voter_id"": 228733}"
1782939616617,untrusted-client-4,2,checkin_honest_baseline,1.360,True,"{""voter_id"": 228733}"
1782939617827,untrusted-client-4,1,id_honest_baseline,1.774,True,"{""voter_id"": 209568}"
1782939617858,untrusted-client-4,2,checkin_honest_baseline,1.582,True,"{""voter_id"": 209568}"
1782939619070,untrusted-client-4,1,id_honest_baseline,1.489,True,"{""voter_id"": 178588}"
1782939619101,untrusted-client-4,2,checkin_honest_baseline,1.359,True,"{""voter_id"": 178588}"
1782939620316,untrusted-client-4,1,id_honest_baseline,1.707,True,"{""voter_id"": 333989}"
1782939620349,untrusted-client-4,2,checkin_honest_baseline,1.371,True,"{""voter_id"": 333989}"
1782939621569,untrusted-client-4,1,id_honest_baseline,1.377,True,"{""voter_id"": 250210}"
1782939621601,untrusted-client-4,2,checkin_honest_baseline,1.143,True,"{""voter_id"": 250210}"
1782939622814,untrusted-client-4,1,id_honest_baseline,1.502,True,"{""voter_id"": 319864}"
1782939622846,untrusted-client-4,2,checkin_honest_baseline,1.704,True,"{""voter_id"": 319864}"
1782939624062,untrusted-client-4,1,id_honest_baseline,2.101,True,"{""voter_id"": 135505}"
1782939624093,untrusted-client-4,2,checkin_honest_baseline,1.394,True,"{""voter_id"": 135505}"
1782939625299,untrusted-client-4,1,id_honest_baseline,1.457,True,"{""voter_id"": 129262}"
1782939625331,untrusted-client-4,2,checkin_honest_baseline,1.704,True,"{""voter_id"": 129262}"
1782939626538,untrusted-client-4,1,id_honest_baseline,1.674,True,"{""voter_id"": 113511}"
1782939626569,untrusted-client-4,2,checkin_honest_baseline,1.377,True,"{""voter_id"": 113511}"
1782939627780,untrusted-client-4,1,id_honest_baseline,1.246,True,"{""voter_id"": 161919}"
1782939627812,untrusted-client-4,2,checkin_honest_baseline,1.287,True,"{""voter_id"": 161919}"
1782939629019,untrusted-client-4,1,id_honest_baseline,1.392,True,"{""voter_id"": 166876}"
1782939629051,untrusted-client-4,2,checkin_honest_baseline,1.399,True,"{""voter_id"": 166876}"
1782939630263,untrusted-client-4,1,id_honest_baseline,1.422,True,"{""voter_id"": 349431}"
1782939630294,untrusted-client-4,2,checkin_honest_baseline,1.492,True,"{""voter_id"": 349431}"
1782939631513,untrusted-client-4,1,id_honest_baseline,1.989,True,"{""voter_id"": 127992}"
1782939631544,untrusted-client-4,2,checkin_honest_baseline,2.106,True,"{""voter_id"": 127992}"
1782939632744,untrusted-client-4,1,id_honest_baseline,1.282,True,"{""voter_id"": 159917}"
1782939632777,untrusted-client-4,2,checkin_honest_baseline,1.476,True,"{""voter_id"": 159917}"
1782939633981,untrusted-client-4,1,id_honest_baseline,1.902,True,"{""voter_id"": 330286}"
1782939634013,untrusted-client-4,2,checkin_honest_baseline,1.667,True,"{""voter_id"": 330286}"
1782939635210,untrusted-client-4,1,id_honest_baseline,1.324,True,"{""voter_id"": 289208}"
1782939635241,untrusted-client-4,2,checkin_honest_baseline,1.429,True,"{""voter_id"": 289208}"
1782939636439,untrusted-client-4,1,id_honest_baseline,1.722,True,"{""voter_id"": 200611}"
1782939636470,untrusted-client-4,2,checkin_honest_baseline,1.384,True,"{""voter_id"": 200611}"
1782939637668,untrusted-client-4,1,id_honest_baseline,1.384,True,"{""voter_id"": 203358}"
